idx,image_path,baseline_lmk_err,residual_lmk_err,delta_residual_minus_base,residual_cam_score,residual_lmk_abs_max
57,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_18_3_mouth_stretch_9.jpg,0.04391706734895706,0.04396606609225273,4.8998743295669556e-05,8.422674048691988,0.759541392326355
58,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_9_3_mouth_stretch_2.jpg,0.06888055801391602,0.07115640491247177,0.0022758468985557556,8.429933119565248,0.751977801322937
59,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_20_10_dimpler_26.jpg,0.052755147218704224,0.05705936625599861,0.004304219037294388,8.301993869245052,0.7339373826980591
60,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_15_6_jaw_right_42.jpg,0.04481402039527893,0.04490842670202255,9.440630674362183e-05,8.294259108603,0.6970686316490173
61,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_11_chin_raiser_8.jpg,0.04512841999530792,0.04294845089316368,-0.0021799691021442413,8.764703821390867,0.7130087018013
62,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_17_cheek_blowing_27.jpg,0.05984729900956154,0.05654808133840561,-0.0032992176711559296,8.672247897833586,0.6939945220947266
63,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_11_1_neutral_19.jpg,0.06912803649902344,0.05981791764497757,-0.009310118854045868,9.085477039217949,0.7302862405776978
64,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_2_11_chin_raiser_8.jpg,0.05124146118760109,0.057911116629838943,0.006669655442237854,9.58235477283597,0.7736470699310303
65,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_11_16_grin_59.jpg,0.07835173606872559,0.0784740224480629,0.0001222863793373108,8.394940216094255,0.7004233002662659
66,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_20_12_lip_puckerer_24.jpg,0.038068532943725586,0.03804364800453186,-2.4884939193725586e-05,7.974453881382942,0.6537531614303589
